Date,Temperature,Wind_speed,Radiation
2000-01-01 00:15,-0.5999999999999996,2.5761480784023476,1.2000000000000002
2000-01-01 00:30,-0.5999998544905445,2.576115668398763,1.2000000447721404
2000-01-01 00:45,-0.5999994179621808,2.5760832367729316,1.2000001790885597
2000-01-01 01:00,-0.5999986904149264,2.576050783525891,1.2000004029492537
2000-01-01 01:15,-0.5999976718487989,2.5760183086586776,1.2000007163542157
2000-01-01 01:30,-0.5999963622638376,2.5759858121723314,1.200001119303435
2000-01-01 01:45,-0.5999947616600796,2.5759532940678915,1.2000016117968988
2000-01-01 02:00,-0.5999928700375765,2.5759207543463973,1.2000021938345915
2000-01-01 02:15,-0.5999906873963923,2.5758881930088897,1.2000028654164945
2000-01-01 02:30,-0.5999882137365926,2.57585561005641,1.2000036265425869
2000-01-01 02:45,-0.5999854490582575,2.57582300549,1.2000044772128438
2000-01-01 03:00,-0.5999823933614792,2.5757903793107033,1.2000054174272372
2000-01-01 03:15,-0.5999790466463502,2.5757577315195617,1.2000064471857388
2000-01-01 03:30,-0.5999754089129787,2.5757250621176206,1.2000075664883139
2000-01-01 03:45,-0.5999714801614839,2.5756923711059243,1.2000087753349282
2000-01-01 04:00,-0.5999672603919883,2.575659658485518,1.200010073725542
2000-01-01 04:15,-0.5999627496046287,2.5756269242574485,1.200011461660114
2000-01-01 04:30,-0.5999579477995489,2.575594168422762,1.2000129391386003
2000-01-01 04:45,-0.5999528549769035,2.5755613909825064,1.2000145061609526
2000-01-01 05:00,-0.5999474711368524,2.57552859193773,1.2000161627271222
2000-01-01 05:15,-0.5999417962795697,2.5754957712894813,1.2000179088370553
2000-01-01 05:30,-0.5999358304052382,2.5754629290388102,1.200019744490696
2000-01-01 05:45,-0.5999295735140464,2.5754300651867674,1.200021669687986
2000-01-01 06:00,-0.5999230256061949,2.575397179734403,1.2000236844288632
2000-01-01 06:15,-0.5999161866818934,2.5753642726827692,1.2000257887132637
2000-01-01 06:30,-0.5999090567413603,2.5753313440329184,1.20002798254112
2000-01-01 06:45,-0.5999016357848248,2.5752983937859035,1.2000302659123614
2000-01-01 07:00,-0.5998939238125232,2.5752654219427784,1.200032638826916
2000-01-01 07:15,-0.5998859208247023,2.5752324285045973,1.200035101284707
2000-01-01 07:30,-0.5998776268216179,2.575199413472416,1.2000376532856558
2000-01-01 07:45,-0.5998690418035366,2.575166376847289,1.200040294829681
2000-01-01 08:00,-0.5998601657707301,2.5751333186302743,1.2000430259166985
2000-01-01 08:15,-0.5998509987234844,2.575100238822428,1.2000458465466202
2000-01-01 08:30,-0.5998415406620925,2.5750671374248086,1.2000487567193558
2000-01-01 08:45,-0.5998317915868565,2.575034014438475,1.2000517564348132
2000-01-01 09:00,-0.599821751498089,2.575000869864485,1.2000548456928959
2000-01-01 09:15,-0.599811420396108,2.5749677037039005,1.2000580244935053
2000-01-01 09:30,-0.5998007982812492,2.5749345159577803,1.2000612928365388
2000-01-01 09:45,-0.5997898851538466,2.5749013066271873,1.200064650721893
2000-01-01 10:00,-0.5997786810142536,2.5748680757131828,1.2000680981494605
2000-01-01 10:15,-0.5997671858628255,2.57483482321683,1.200071635119131
2000-01-01 10:30,-0.5997553996999319,2.5748015491391913,1.2000752616307904
2000-01-01 10:45,-0.5997433225259492,2.5747682534813316,1.2000789776843233
2000-01-01 11:00,-0.599730954341263,2.574734936244316,1.200082783279611
2000-01-01 11:15,-0.5997182951462712,2.5747015974292093,1.200086678416532
2000-01-01 11:30,-0.5997053449413734,2.574668237037078,1.200090663094962
2000-01-01 11:45,-0.5996921037269889,2.5746348550689886,1.2000947373147723
2000-01-01 12:00,-0.5996785715035404,2.574601451526009,1.200098901075834
2000-01-01 12:15,-0.5996647482714579,2.5745680264092075,1.200103154378013
2000-01-01 12:30,-0.5996506340311853,2.574534579719653,1.2001074972211736
2000-01-01 12:45,-0.5996362287831758,2.574501111458415,1.200111929605177
2000-01-01 13:00,-0.5996215325278857,2.574467621626564,1.200116451529881
2000-01-01 13:15,-0.5996065452657895,2.574434110225171,1.2001210629951418
2000-01-01 13:30,-0.5995912669973631,2.5744005772553074,1.2001257640008114
2000-01-01 13:45,-0.5995756977230968,2.5743670227180457,1.2001305545467393
2000-01-01 14:00,-0.5995598374434881,2.574333446614459,1.2001354346327733
2000-01-01 14:15,-0.5995436861590431,2.5742998489456212,1.2001404042587556
2000-01-01 14:30,-0.5995272438702823,2.574266229712607,1.2001454634245285
2000-01-01 14:45,-0.5995105105777263,2.574232588916491,1.2001506121299306
2000-01-01 15:00,-0.5994934862819132,2.574198926558349,1.200155850374796
2000-01-01 15:15,-0.5994761709833867,2.574165242639258,1.2001611781589578
2000-01-01 15:30,-0.5994585646827009,2.5741315371602953,1.200166595482246
2000-01-01 15:45,-0.5994406673804189,2.574097810122538,1.2001721023444865
2000-01-01 16:00,-0.5994224790771128,2.5740640615270656,1.2001776987455037
2000-01-01 16:15,-0.5994039997733633,2.5740302913749566,1.2001833846851189
2000-01-01 16:30,-0.5993852294697639,2.5739964996672917,1.2001891601631498
2000-01-01 16:45,-0.5993661681669131,2.5739626864051512,1.2001950251794118
2000-01-01 17:00,-0.5993468158654203,2.5739288515896166,1.200200979733717
2000-01-01 17:15,-0.5993271725659035,2.5738949952217696,1.2002070238258757
2000-01-01 17:30,-0.5993072382689935,2.573861117302693,1.2002131574556945
2000-01-01 17:45,-0.5992870129753278,2.5738272178334705,1.2002193806229764
2000-01-01 18:00,-0.5992664966855497,2.573793296815186,1.2002256933275235
2000-01-01 18:15,-0.599245689400318,2.5737593542489243,1.2002320955691328
2000-01-01 18:30,-0.5992245911202971,2.5737253901357713,1.200238587347601
2000-01-01 18:45,-0.5992032018461639,2.5736914044768127,1.2002451686627187
2000-01-01 19:00,-0.5991815215785987,2.5736573972731356,1.200251839514277
2000-01-01 19:15,-0.5991595503182996,2.573623368525827,1.2002585999020616
2000-01-01 19:30,-0.5991372880659647,2.5735893182359764,1.200265449825857
2000-01-01 19:45,-0.599114734822308,2.573555246404671,1.2002723892854434
2000-01-01 20:00,-0.5990918905880509,2.5735211530330018,1.2002794182805996
2000-01-01 20:15,-0.5990687553639251,2.573487038122059,1.2002865368111002
2000-01-01 20:30,-0.5990453291506661,2.5734529016729324,1.2002937448767184
2000-01-01 20:45,-0.599021611949027,2.573418743686715,1.2003010424772222
2000-01-01 21:00,-0.5989976037597664,2.573384564164499,1.2003084296123796
2000-01-01 21:15,-0.5989733045836498,2.573350363107377,1.2003159062819542
2000-01-01 21:30,-0.5989487144214554,2.5733161405164426,1.2003234724857061
2000-01-01 21:45,-0.5989238332739699,2.573281896392791,1.200331128223394
2000-01-01 22:00,-0.5988986611419893,2.5732476307375167,1.2003388734947729
2000-01-01 22:15,-0.5988731980263182,2.573213343551716,1.2003467082995947
2000-01-01 22:30,-0.5988474439277702,2.5731790348364845,1.2003546326376093
2000-01-01 22:45,-0.5988213988471678,2.5731447045929206,1.2003626465085637
2000-01-01 23:00,-0.5987950627853476,2.5731103528221215,1.2003707499122007
2000-01-01 23:15,-0.5987684357431498,2.5730759795251856,1.2003789428482619
2000-01-01 23:30,-0.5987415177214253,2.573041584703213,1.2003872253164847
2000-01-01 23:45,-0.5987143087210356,2.573007168357303,1.2003955973166045
2000-01-02 00:00,-0.5986868087428512,2.572972730488556,1.2004040588483536
2000-01-02 00:15,-0.5986590177877513,2.5729382710980735,1.2004126099114614
2000-01-02 00:30,-0.5986309358566242,2.572903790186958,1.2004212505056544
2000-01-02 00:45,-0.5986025629503668,2.572869287756312,1.2004299806306564
2000-01-02 01:00,-0.5985738990698906,2.572834763807238,1.2004388002861877
2000-01-02 01:15,-0.5985449442161084,2.572800218340842,1.2004477094719666
2000-01-02 01:30,-0.5985156983899476,2.572765651358227,1.2004567081877084
2000-01-02 01:45,-0.5984861615923442,2.572731062860499,1.2004657964331251
2000-01-02 02:00,-0.5984563338242399,2.5726964528487644,1.2004749742079261
2000-01-02 02:15,-0.598426215086592,2.5726618213241297,1.200484241511818
2000-01-02 02:30,-0.5983958053803615,2.5726271682877027,1.200493598344504
2000-01-02 02:45,-0.5983651047065219,2.5725924937405917,1.2005030447056857
2000-01-02 03:00,-0.5983341130660556,2.5725577976839054,1.2005125805950598
2000-01-02 03:15,-0.5983028304599536,2.572523080118753,1.2005222060123222
2000-01-02 03:30,-0.5982712568892143,2.572488341046245,1.200531920957165
2000-01-02 03:45,-0.5982393923548486,2.5724535804674926,1.2005417254292774
2000-01-02 04:00,-0.5982072368578759,2.5724187983836075,1.2005516194283459
2000-01-02 04:15,-0.5981747903993249,2.572383994795702,1.2005616029540538
2000-01-02 04:30,-0.598142052980231,2.572349169704889,1.2005716760060827
2000-01-02 04:45,-0.5981090246016443,2.572314323112282,1.2005818385841094
2000-01-02 05:00,-0.5980757052646215,2.5722794550189954,1.2005920906878091
2000-01-02 05:15,-0.5980420949702232,2.5722445654261445,1.2006024323168543
2000-01-02 05:30,-0.5980081937195276,2.5722096543348454,1.2006128634709143
2000-01-02 05:45,-0.5979740015136201,2.5721747217462143,1.2006233841496554
2000-01-02 06:00,-0.5979395183535914,2.5721397676613678,1.2006339943527409
2000-01-02 06:15,-0.5979047442405463,2.5721047920814244,1.2006446940798323
2000-01-02 06:30,-0.5978696791755951,2.5720697950075024,1.200655483330586
2000-01-02 06:45,-0.5978343231598604,2.572034776440721,1.2006663621046583
2000-01-02 07:00,-0.5977986761944738,2.5719997363822005,1.2006773304017004
2000-01-02 07:15,-0.5977627382805739,2.5719646748330605,1.2006883882213621
2000-01-02 07:30,-0.5977265094193083,2.571929591794423,1.2006995355632895
2000-01-02 07:45,-0.5976899896118404,2.5718944872674103,1.2007107724271262
2000-01-02 08:00,-0.5976531788593338,2.571859361253144,1.2007220988125127
2000-01-02 08:15,-0.5976160771629662,2.5718242137527487,1.2007335147190874
2000-01-02 08:30,-0.5975786845239259,2.571789044767347,1.200745020146484
2000-01-02 08:45,-0.5975410009434086,2.571753854298065,1.2007566150943356
2000-01-02 09:00,-0.5975030264226184,2.571718642346027,1.200768299562271
2000-01-02 09:15,-0.5974647609627706,2.57168340891236,1.2007800735499168
2000-01-02 09:30,-0.5974262045650871,2.57164815399819,1.2007919370568962
2000-01-02 09:45,-0.5973873572308026,2.571612877604645,1.2008038900828297
2000-01-02 10:00,-0.5973482189611605,2.5715775797328524,1.2008159326273353
2000-01-02 10:15,-0.5973087897574096,2.571542260383942,1.2008280646900276
2000-01-02 10:30,-0.5972690696208129,2.5715069195590425,1.2008402862705192
2000-01-02 10:45,-0.5972290585526387,2.571471557259285,1.200852597368419
2000-01-02 11:00,-0.5971887565541696,2.571436173485799,1.2008649979833326
2000-01-02 11:15,-0.5971481636266933,2.5714007682397173,1.2008774881148638
2000-01-02 11:30,-0.5971072797715049,2.5713653415221716,1.200890067762614
2000-01-02 11:45,-0.5970661049899153,2.5713298933342954,1.2009027369261798
2000-01-02 12:00,-0.5970246392832408,2.5712944236772217,1.2009154956051566
2000-01-02 12:15,-0.5969828826528065,2.571258932552085,1.2009283437991365
2000-01-02 12:30,-0.5969408350999501,2.571223419960021,1.200941281507708
2000-01-02 12:45,-0.5968984966260127,2.571187885902164,1.200954308730458
2000-01-02 13:00,-0.5968558672323514,2.5711523303796513,1.200967425466969
2000-01-02 13:15,-0.5968129469203269,2.5711167533936203,1.2009806317168228
2000-01-02 13:30,-0.5967697356913142,2.571081154945208,1.2009939274795958
2000-01-02 13:45,-0.5967262335466934,2.5710455350355534,1.201007312754864
2000-01-02 14:00,-0.5966824404878555,2.571009893665795,1.2010207875421983
2000-01-02 14:15,-0.5966383565162019,2.570974230837073,1.2010343518411686
2000-01-02 14:30,-0.5965939816331449,2.5709385465505283,1.2010480056513404
2000-01-02 14:45,-0.5965493158400985,2.5709028408073014,1.2010617489722772
2000-01-02 15:00,-0.5965043591384944,2.5708671136085344,1.2010755818035403
2000-01-02 15:15,-0.5964591115297697,2.57083136495537,1.201089504144686
2000-01-02 15:30,-0.5964135730153721,2.570795594848951,1.2011035159952699
2000-01-02 15:45,-0.5963677435967565,2.570759803290422,1.2011176173548441
2000-01-02 16:00,-0.5963216232753901,2.570723990280927,1.2011318082229572
2000-01-02 16:15,-0.5962752120527455,2.570688155821612,1.2011460885991552
2000-01-02 16:30,-0.5962285099303095,2.5706522999136228,1.2011604584829816
2000-01-02 16:45,-0.5961815169095743,2.570616422558105,1.2011749178739772
2000-01-02 17:00,-0.5961342329920427,2.570580523756208,1.2011894667716794
2000-01-02 17:15,-0.5960866581792281,2.5705446035090778,1.2012041051756221
2000-01-02 17:30,-0.5960387924726493,2.570508661817864,1.2012188330853384
2000-01-02 17:45,-0.5959906358738394,2.5704726986837163,1.201233650500357
2000-01-02 18:00,-0.5959421883843383,2.5704367141077844,1.2012485574202039
2000-01-02 18:15,-0.5958934500056952,2.5704007080912192,1.2012635538444014
2000-01-02 18:30,-0.595844420739466,2.5703646806351723,1.2012786397724717
2000-01-02 18:45,-0.5957951005872228,2.570328631740796,1.2012938152039312
2000-01-02 19:00,-0.5957454895505414,2.570292561409243,1.2013090801382948
2000-01-02 19:15,-0.5956955876310079,2.570256469641666,1.2013244345750747
2000-01-02 19:30,-0.5956453948302176,2.5702203564392203,1.201339878513779
2000-01-02 19:45,-0.595594911149778,2.5701842218030606,1.2013554119539145
2000-01-02 20:00,-0.5955441365913003,2.570148065734342,1.2013710348949846
2000-01-02 20:15,-0.5954930711564117,2.5701118882342215,1.201386747336489
2000-01-02 20:30,-0.595441714846741,2.570075689303856,1.2014025492779257
2000-01-02 20:45,-0.595390067663935,2.570039468944402,1.2014184407187893
2000-01-02 21:00,-0.5953381296096438,2.5700032271570192,1.201434421658571
2000-01-02 21:15,-0.5952859006855267,2.569966963942866,1.201450492096761
2000-01-02 21:30,-0.5952333808932551,2.569930679303102,1.2014666520328445
2000-01-02 21:45,-0.5951805702345112,2.569894373238888,1.2014829014663042
2000-01-02 22:00,-0.5951274687109791,2.569858045751385,1.2014992403966218
2000-01-02 22:15,-0.5950740763243605,2.569821696841754,1.2015156688232738
2000-01-02 22:30,-0.5950203930763625,2.5697853265111585,1.2015321867457347
2000-01-02 22:45,-0.594966418968701,2.569748934760761,1.2015487941634766
